tensor(28.6217)
tensor(1.6592)
tensor(2.0573)
tensor(2.2249)
tensor(2.1975)
tensor(1.4547)
tensor(1.4209)
tensor(1.1379)
tensor(1.3863)
tensor(1.8421)
tensor(1.4836)
tensor(1.5212)
tensor(1.5180)
tensor(1.2290)
tensor(0.7853)
tensor(0.5325)
tensor(0.6281)
tensor(-0.2350)
tensor(0.2628)
tensor(-0.2042)
tensor(-0.3894)
tensor(0.5659)
tensor(0.4373)
tensor(0.4219)
tensor(1.0029)
tensor(0.1763)
tensor(1.0119)
tensor(0.7356)
tensor(0.1687)
tensor(0.6688)
tensor(0.1135)
tensor(-0.1044)
tensor(1.0780)
tensor(-0.3683)
tensor(-0.1398)
tensor(0.9263)
tensor(0.7455)
tensor(0.6421)
tensor(0.6220)
tensor(0.5727)
tensor(0.5796)
tensor(0.3779)
tensor(-0.1638)
tensor(-0.2313)
tensor(0.7862)
tensor(1.0492)
tensor(0.4026)
tensor(0.2382)
tensor(1.1833)
tensor(0.3013)
tensor(0.3994)
tensor(0.0588)
tensor(-0.3013)
tensor(0.3098)
tensor(1.0162)
tensor(0.5525)
tensor(0.0394)
tensor(0.1169)
tensor(-0.3164)
tensor(-0.4520)
tensor(-0.0028)
tensor(0.1390)
tensor(0.7328)
tensor(1.0165)
tensor(0.4154)
tensor(0.0651)
tensor(-0.5466)
tensor(-0.1734)
tensor(-0.0324)
tensor(0.4659)
tensor(-0.0438)
tensor(0.2199)
tensor(0.3329)
tensor(-0.6532)
tensor(-0.8162)
tensor(-0.9441)
tensor(-1.5011)
tensor(-0.9231)
tensor(-1.1806)
tensor(-1.2156)
tensor(-0.8480)
tensor(-0.2791)
tensor(0.3387)
tensor(-0.3080)
tensor(-0.5385)
tensor(-0.1527)
tensor(-0.9289)
tensor(0.0953)
tensor(-0.4066)
tensor(-0.9683)
tensor(-0.8501)
tensor(-1.0181)
tensor(-0.7176)
tensor(-1.0872)
tensor(-1.4021)
tensor(-0.8980)
tensor(0.2673)
tensor(-0.1235)
tensor(-0.5743)
tensor(-0.7996)
tensor(-1.1755)
tensor(-1.2112)
tensor(-1.5923)
tensor(-0.9598)
tensor(-0.5726)
tensor(-0.5746)
tensor(-0.6931)
tensor(-0.7019)
tensor(0.0120)
tensor(-0.0275)
tensor(0.7834)
tensor(-0.0922)
tensor(-0.2584)
tensor(-0.2440)
tensor(-0.7215)
tensor(-0.0602)
tensor(-0.4548)
tensor(0.3737)
tensor(0.9321)
tensor(1.9579)
tensor(1.6959)
tensor(0.0323)
tensor(-0.7136)
tensor(0.8307)
tensor(0.1332)
tensor(0.5023)
tensor(0.6897)
tensor(0.5002)
tensor(0.8339)
tensor(0.3459)
tensor(1.4672)
tensor(0.9369)
tensor(0.6482)
tensor(0.2087)
tensor(0.0787)
tensor(0.6162)
tensor(0.1521)
tensor(0.5316)
tensor(-0.2726)
tensor(0.1442)
tensor(0.1310)
tensor(0.5686)
tensor(1.2260)
tensor(0.3043)
tensor(0.5336)
tensor(0.1359)
tensor(0.2651)
tensor(0.6203)
tensor(1.3766)
tensor(0.1719)
tensor(0.4003)
tensor(0.0872)
tensor(-0.2241)
tensor(0.3713)
tensor(-0.2611)
tensor(-0.3824)
tensor(0.9920)
tensor(-0.1818)
tensor(-0.3657)
tensor(-0.1098)
tensor(0.0309)
tensor(-0.7797)
tensor(-0.3487)
tensor(-1.2088)
tensor(0.2607)
tensor(-0.0648)
tensor(0.2397)
tensor(0.1907)
tensor(-0.1153)
tensor(0.0764)
tensor(0.4904)
tensor(0.9741)
tensor(0.7988)
tensor(0.9636)
tensor(0.5366)
tensor(0.8249)
tensor(0.6234)
tensor(0.2084)
tensor(0.2733)
tensor(0.0974)
tensor(0.3035)
tensor(0.2385)
tensor(0.0527)
tensor(0.2747)
tensor(0.3321)
tensor(0.4186)
tensor(0.0330)
tensor(0.4365)
tensor(0.2415)
tensor(0.2468)
tensor(0.1798)
tensor(0.2766)
tensor(0.4069)
tensor(0.1998)
tensor(0.2763)
tensor(0.1136)
tensor(0.1692)
tensor(0.4089)
tensor(0.2444)
tensor(0.3211)
tensor(0.2880)
tensor(0.8874)
tensor(0.9552)
tensor(0.5912)
tensor(0.8777)
tensor(0.3617)
tensor(0.2306)
tensor(0.1909)
tensor(0.1684)
tensor(0.2401)
tensor(0.2586)
tensor(0.2906)
tensor(0.2131)
tensor(0.3123)
tensor(0.1924)
tensor(0.2144)
tensor(0.1862)
tensor(0.2512)
tensor(0.3407)
tensor(0.3816)
tensor(0.0373)
tensor(0.0204)
tensor(0.1051)
tensor(0.2103)
tensor(0.1681)
tensor(0.2852)
tensor(0.2237)
tensor(0.1540)
tensor(0.0407)
tensor(0.2585)
tensor(0.3449)
tensor(0.3110)
tensor(0.3904)
tensor(0.3372)
tensor(0.1581)
tensor(0.1439)
tensor(0.4144)
tensor(0.1565)
tensor(0.1629)
tensor(0.3580)
tensor(0.3272)
tensor(0.4174)
tensor(0.2931)
tensor(0.4029)
tensor(0.2986)
tensor(0.2520)
tensor(0.1883)
tensor(0.4110)
tensor(0.3743)
tensor(0.2087)
tensor(0.3206)
tensor(0.3324)
tensor(0.3651)
tensor(0.1711)
tensor(0.2493)
tensor(0.1024)
tensor(0.3497)
tensor(0.4211)
tensor(0.2523)
tensor(0.2354)
tensor(0.1643)
tensor(0.0539)
tensor(0.3009)
tensor(0.3063)
tensor(0.1836)
tensor(0.0868)
tensor(0.1262)
tensor(0.2240)
tensor(0.3895)
tensor(0.3943)
tensor(0.2559)
tensor(0.4631)
tensor(0.0790)
tensor(0.1525)
tensor(0.0147)
tensor(0.4273)
tensor(0.6366)
tensor(0.3458)
tensor(0.5618)
tensor(0.7580)
tensor(1.1908)
tensor(0.3701)
tensor(0.4496)
tensor(0.2873)
tensor(0.3506)
tensor(0.2103)
tensor(0.1387)
tensor(0.4750)
tensor(0.3086)
tensor(0.3513)
tensor(0.9192)
tensor(0.3723)
tensor(-0.1491)
tensor(-0.1223)
tensor(0.2567)
tensor(0.2615)
tensor(1.1634)
tensor(1.3988)
tensor(0.9667)
tensor(1.9194)
tensor(1.8361)
tensor(2.3250)
tensor(2.4654)
tensor(2.3187)
tensor(2.6588)
tensor(3.0694)
tensor(3.1291)
tensor(2.5787)
tensor(3.4782)
tensor(3.5624)
tensor(3.3743)
tensor(2.6012)
tensor(3.0406)
tensor(3.3191)
tensor(3.5690)
tensor(3.4000)
tensor(3.4328)
tensor(3.1090)
tensor(3.2297)
tensor(3.0798)
tensor(3.1824)
tensor(2.9078)
tensor(2.9587)
tensor(2.7166)
tensor(2.5345)
tensor(2.6641)
tensor(2.7062)
tensor(2.4739)
tensor(2.6321)
tensor(2.4145)
tensor(2.6287)
tensor(2.7320)
tensor(3.0401)
tensor(3.0736)
tensor(2.6165)
tensor(2.7316)
tensor(3.3521)
tensor(2.9797)
tensor(2.4377)
tensor(3.1396)
tensor(3.3606)
tensor(3.4237)
tensor(3.3205)
tensor(2.8032)
tensor(2.9488)
tensor(2.9346)
tensor(3.2792)
tensor(2.7812)
tensor(3.3324)
tensor(3.6299)
tensor(3.1165)
tensor(3.2230)
tensor(2.9488)
tensor(2.7109)
tensor(2.8725)
tensor(2.4818)
tensor(2.1939)
tensor(2.4719)
tensor(2.4508)
tensor(2.3288)
tensor(1.9442)
tensor(2.5141)
tensor(2.7552)
tensor(2.3114)
tensor(3.0125)
tensor(2.9018)
tensor(2.7674)
tensor(2.6617)
tensor(2.2749)
tensor(2.5170)
tensor(2.7984)
tensor(2.1984)
tensor(2.9034)
tensor(2.4274)
tensor(2.4648)
tensor(2.6065)
tensor(2.5842)
tensor(3.0762)
tensor(3.2968)
tensor(3.6999)
tensor(3.0183)
tensor(3.5946)
tensor(3.1115)
tensor(2.7659)
tensor(2.4530)
tensor(2.6053)
tensor(2.9140)
tensor(2.0764)
tensor(2.1667)
tensor(2.3709)
tensor(1.9922)
tensor(2.0560)
tensor(2.1602)
tensor(1.8806)
tensor(1.8104)
tensor(1.3284)
tensor(1.9287)
tensor(1.8816)
tensor(1.8780)
tensor(1.9948)
tensor(1.5616)
tensor(1.6092)
tensor(1.4918)
tensor(1.6624)
tensor(1.5490)
tensor(1.6229)
tensor(1.7948)
tensor(1.7754)
tensor(1.6367)
tensor(1.4101)
tensor(1.0705)
tensor(0.8778)
tensor(0.9960)
tensor(0.7775)
tensor(0.5884)
tensor(0.3368)
tensor(0.2095)
tensor(0.5145)
tensor(0.3644)
tensor(0.5417)
tensor(0.7773)
tensor(0.6364)
tensor(0.6045)
tensor(0.6725)
tensor(0.6226)
tensor(0.6351)
tensor(0.9443)
tensor(0.9874)
tensor(0.8612)
tensor(1.0314)
tensor(0.9224)
tensor(0.3238)
tensor(0.1805)
tensor(0.3898)
tensor(0.4511)
tensor(0.2002)
tensor(0.3943)
tensor(0.1839)
tensor(0.4121)
tensor(0.8590)
tensor(0.9634)
tensor(1.3654)
tensor(1.1435)
tensor(1.2956)
tensor(1.2377)
tensor(0.9721)
tensor(0.9117)
tensor(1.0769)
tensor(0.9176)
tensor(0.7285)
tensor(0.3644)
tensor(0.4071)
tensor(0.2283)
tensor(0.0966)
tensor(0.3492)
tensor(0.2825)
tensor(0.3891)
tensor(0.5762)
tensor(0.6617)
tensor(0.5612)
tensor(0.4477)
tensor(0.2743)
tensor(0.2479)
tensor(0.3998)
tensor(0.4010)
tensor(0.1115)
tensor(0.1630)
tensor(0.0497)
tensor(0.1894)
tensor(0.3657)
tensor(0.3888)
tensor(0.1071)
tensor(0.2210)
tensor(0.5345)
tensor(0.1829)
tensor(0.3827)
tensor(0.1760)
tensor(0.2367)
tensor(0.0722)
tensor(0.2042)
tensor(0.3198)
tensor(0.3151)
tensor(0.1872)
tensor(0.0365)
tensor(0.2800)
tensor(0.4720)
tensor(0.1207)
tensor(0.4396)
tensor(0.2129)
tensor(0.3394)
tensor(0.2419)
tensor(0.4142)
tensor(0.5359)
tensor(0.4183)
tensor(0.4939)
tensor(0.5595)
tensor(0.4187)
tensor(0.4379)
tensor(0.6531)
tensor(0.9977)
tensor(1.1122)
tensor(1.3956)
tensor(0.7769)
tensor(0.0892)
tensor(0.6970)
tensor(0.4919)
tensor(0.3940)
tensor(0.5808)
tensor(0.3927)
tensor(0.3339)
tensor(0.3920)
tensor(-0.1277)
tensor(0.4879)
tensor(0.8041)
tensor(0.4327)
tensor(1.0711)
tensor(-0.3966)
tensor(1.0488)
tensor(1.0080)
tensor(0.6894)
tensor(0.3335)
tensor(1.4020)
tensor(0.2083)
tensor(0.7263)
tensor(1.0467)
tensor(0.5684)
tensor(0.3183)
tensor(0.2184)
tensor(0.7367)
tensor(1.0677)
tensor(1.1884)
tensor(1.5197)
tensor(1.6225)
tensor(1.4577)
tensor(2.1535)
tensor(1.7127)
tensor(1.6296)
tensor(1.5209)
tensor(1.2371)
tensor(1.6151)
tensor(1.7247)
tensor(1.7184)
tensor(1.9621)
tensor(1.7499)
tensor(1.9812)
tensor(1.5603)
tensor(1.6226)
tensor(1.6030)
tensor(1.4798)
tensor(1.5084)
tensor(1.4465)
tensor(1.8088)
tensor(1.5825)
tensor(1.4050)
tensor(1.3408)
tensor(1.5657)
tensor(1.7859)
tensor(1.7625)
tensor(1.6051)
tensor(1.3832)
tensor(1.4302)
tensor(1.2946)
tensor(1.2512)
tensor(1.2239)
tensor(0.8904)
tensor(0.6603)
tensor(0.9234)
tensor(0.8872)
tensor(0.8638)
tensor(0.7793)
tensor(0.6246)
tensor(1.0501)
tensor(0.8985)
tensor(0.9561)
tensor(0.9049)
tensor(0.7009)
tensor(0.6811)
tensor(0.7049)
tensor(0.4554)
tensor(0.4003)
tensor(0.2363)
tensor(0.3304)
tensor(0.4215)
tensor(0.0987)
tensor(0.2172)
tensor(0.2174)
tensor(0.3759)
tensor(0.1045)
tensor(0.2042)
tensor(0.2682)
tensor(0.3127)
tensor(0.5414)
tensor(0.3406)
tensor(0.2879)
tensor(0.2501)
tensor(0.2123)
tensor(0.2911)
tensor(0.6662)
tensor(0.4479)
tensor(0.2883)
tensor(0.2044)
tensor(0.1167)
tensor(0.2959)
tensor(0.5333)
tensor(0.3270)
tensor(0.2707)
tensor(0.2911)
tensor(0.3795)
tensor(0.0587)
tensor(0.5317)
tensor(0.3248)
tensor(0.7686)
tensor(0.5293)
tensor(0.7317)
tensor(1.0676)
tensor(0.9480)
tensor(0.9371)
tensor(0.9669)
tensor(0.8862)
tensor(0.7235)
tensor(1.0763)
tensor(-0.2846)
tensor(0.7976)
tensor(0.4443)
tensor(0.6090)
tensor(1.0298)
tensor(0.8388)
tensor(0.3023)
tensor(0.7487)
tensor(0.7038)
tensor(0.7136)
tensor(0.6198)
tensor(0.7120)
tensor(0.1712)
tensor(0.3375)
tensor(0.4235)
tensor(0.8020)
tensor(1.0203)
tensor(0.9593)
tensor(0.0863)
tensor(-0.2360)
tensor(0.1505)
tensor(0.3119)
tensor(0.1476)
tensor(0.9272)
tensor(0.3859)
tensor(-0.0823)
tensor(-0.1172)
tensor(0.8222)
tensor(0.5086)
tensor(0.3228)
tensor(0.2796)
tensor(0.9426)
tensor(-0.0212)
tensor(-0.0657)
tensor(0.0601)
tensor(0.8261)
tensor(0.0661)
tensor(0.1409)
tensor(0.2692)
tensor(0.0931)
tensor(1.0525)
tensor(1.2735)
tensor(0.0012)
tensor(0.2163)
tensor(-0.4916)
tensor(0.0392)
tensor(-0.1057)
tensor(0.3695)
tensor(-0.0338)
tensor(-0.7085)
tensor(-0.8586)
tensor(0.3922)
tensor(0.6284)
tensor(0.2734)
tensor(-0.8633)
tensor(0.6043)
tensor(0.1880)
tensor(-1.5847)
tensor(0.2460)
tensor(1.4011)
tensor(1.3691)
tensor(-0.1731)
tensor(0.1381)
tensor(-0.9834)
tensor(0.3564)
tensor(1.2562)
tensor(0.8075)
tensor(1.1588)
tensor(1.6417)
tensor(1.1776)
tensor(1.2667)
tensor(1.2802)
tensor(1.6258)
tensor(0.8434)
tensor(0.6682)
tensor(-0.2868)
tensor(1.2676)
tensor(0.8818)
tensor(0.9870)
tensor(0.6034)
tensor(1.1978)
tensor(0.0284)
tensor(-0.1277)
tensor(0.4142)
tensor(0.0131)
tensor(0.6613)
tensor(0.1834)
tensor(-0.0723)
tensor(1.1778)
tensor(0.9331)
tensor(1.0035)
tensor(1.1583)
tensor(1.1134)
tensor(0.5399)
tensor(0.8671)
tensor(0.0807)
tensor(1.1782)
tensor(0.5756)
tensor(-0.0508)
tensor(0.9628)
tensor(1.4090)
tensor(0.2484)
tensor(-1.1075)
tensor(-1.2708)
tensor(-0.9742)
tensor(-0.6976)
tensor(-0.7721)
tensor(-0.7819)
tensor(-0.8726)
tensor(-1.1318)
tensor(-0.5248)
tensor(-1.3594)
tensor(-1.1707)
tensor(-1.9243)
tensor(-1.4663)
tensor(-0.6375)
tensor(-1.3936)
tensor(-1.5195)
tensor(-1.0561)
tensor(-1.1243)
tensor(-0.5215)
tensor(-0.4317)
tensor(-1.3342)
tensor(-1.2722)
tensor(-0.8686)
tensor(-0.3052)
tensor(-0.8863)
tensor(-1.3343)
tensor(-0.7269)
tensor(-0.3402)
tensor(-0.5779)
tensor(-0.5682)
tensor(-0.1341)
tensor(-0.6162)
tensor(-0.3708)
tensor(-0.5987)
tensor(-1.3376)
tensor(-1.2342)
tensor(-2.0250)
tensor(-1.0996)
tensor(-0.6787)
tensor(-0.7263)
tensor(-1.0677)
tensor(-2.0483)
tensor(-0.8427)
tensor(-0.9152)
tensor(-0.9459)
tensor(-1.7417)
tensor(-1.1145)
tensor(-0.7099)
tensor(-1.4407)
tensor(-1.0292)
tensor(-1.6738)
tensor(-1.6777)
tensor(-1.2738)
tensor(-0.7945)
tensor(-0.9738)
tensor(-1.9771)
tensor(-1.5715)
tensor(-1.9717)
tensor(-1.1681)
tensor(-1.6778)
tensor(-1.3284)
tensor(-1.6420)
tensor(-1.1902)
tensor(-0.4734)
tensor(-1.2127)
tensor(-0.7657)
tensor(-1.6058)
tensor(-0.5750)
tensor(-0.8515)
tensor(-1.0511)
tensor(-0.8389)
tensor(-0.9045)
tensor(-1.3171)
tensor(-1.5937)
tensor(-0.9367)
tensor(-0.9376)
tensor(-0.9482)
tensor(-0.2624)
tensor(-0.1287)
tensor(-0.0233)
tensor(-0.4084)
tensor(-1.0230)
tensor(0.1288)
tensor(-1.2547)
tensor(-0.8932)
tensor(-0.7346)
tensor(-1.7636)
tensor(-1.9068)
tensor(-0.7900)
tensor(-0.5810)
tensor(-0.5170)
tensor(-0.7001)
tensor(-0.5353)
tensor(-1.4785)
tensor(-1.6053)
tensor(-0.0759)
tensor(-1.2420)
tensor(-1.5099)
tensor(-1.6497)
tensor(-1.6437)
tensor(-2.1460)
tensor(-1.5852)
tensor(-1.2921)
tensor(-1.7605)
tensor(-0.5621)
tensor(-1.6219)
tensor(-0.7783)
tensor(-0.6973)
tensor(-1.1849)
tensor(-1.1470)
tensor(-1.7156)
tensor(-1.7136)
tensor(-1.1262)
tensor(-1.5461)
tensor(-1.3494)
tensor(-1.5503)
tensor(-0.4603)
tensor(-1.1988)
tensor(-1.2816)
tensor(-0.9802)
tensor(-1.7680)
tensor(-1.5952)
tensor(-0.7435)
tensor(-1.6461)
tensor(-0.9585)
tensor(-1.4191)
tensor(-1.4901)
tensor(-1.4881)
tensor(-1.5222)
tensor(-1.6912)
tensor(-1.1319)
tensor(-0.6094)
tensor(-0.8082)
tensor(-1.9094)
tensor(-1.0210)
tensor(-1.1861)
tensor(-1.5201)
tensor(-1.3118)
tensor(-0.8913)
tensor(-1.1817)
tensor(-1.2500)
tensor(-0.9029)
tensor(-1.5661)
tensor(-0.8620)
tensor(-1.3336)
tensor(-0.7778)
tensor(-1.1757)
tensor(-1.7560)
tensor(-1.8377)
tensor(-2.2078)
tensor(-1.4261)
tensor(-1.0485)
tensor(-2.1412)
tensor(-1.0962)
tensor(-1.1722)
tensor(-0.6315)
tensor(-0.5432)
tensor(-0.4638)
tensor(-0.0563)
tensor(-0.3201)
tensor(-0.6691)
tensor(-0.7176)
tensor(-0.2289)
tensor(0.0959)
tensor(-0.5062)
tensor(-0.8846)
tensor(0.1468)
tensor(0.5917)
tensor(-0.3862)
tensor(-1.2145)
tensor(-1.0823)
tensor(-1.8286)
tensor(-0.8467)
tensor(-1.8942)
tensor(-0.7201)
tensor(-0.8272)
tensor(-1.0159)
tensor(-1.2242)
tensor(-1.0564)
tensor(-1.4534)
tensor(-1.1866)
tensor(-1.5106)
tensor(-1.3352)
tensor(-0.8827)
tensor(-0.7351)
tensor(-1.1393)
tensor(-1.4509)
tensor(-1.5030)
tensor(-1.7943)
tensor(-1.4954)
tensor(-1.7838)
tensor(-0.9169)
tensor(-1.1201)
tensor(-0.4169)
tensor(0.4490)
tensor(1.4036)
tensor(1.0517)
tensor(1.0890)
tensor(1.1867)
tensor(0.9524)
tensor(-0.2796)
tensor(0.2076)
tensor(0.7546)
tensor(0.7175)
tensor(1.1944)
tensor(0.6153)
tensor(0.1953)
tensor(-0.0535)
tensor(0.7719)
tensor(0.2474)
tensor(0.4934)
tensor(0.6345)
tensor(0.8765)
tensor(1.2557)
tensor(0.0025)
tensor(0.4296)
tensor(0.2912)
tensor(0.0761)
tensor(-1.1253)
tensor(-0.0957)
tensor(-0.7121)
tensor(-0.5528)
tensor(-0.3731)
tensor(-0.7357)
tensor(-1.1163)
tensor(-1.2311)
tensor(-1.6473)
tensor(-1.6584)
tensor(-1.2978)
tensor(-0.7134)
tensor(-1.2071)
tensor(-0.8847)
tensor(-0.7227)
tensor(-0.7126)
tensor(-0.0006)
tensor(-0.6763)
tensor(-0.5651)
tensor(-0.3844)
tensor(-0.1805)
tensor(-0.2657)
tensor(0.2260)
tensor(0.3381)
tensor(0.0213)
tensor(0.6644)
tensor(0.9592)
tensor(1.2982)
tensor(2.6212)
tensor(1.4848)
tensor(0.6824)
tensor(2.4628)
tensor(3.1002)
tensor(1.3760)
tensor(0.5005)
tensor(0.4352)
tensor(0.3814)
tensor(0.3864)
tensor(0.9507)
tensor(2.0561)
tensor(1.5183)
tensor(2.2650)
tensor(0.8598)
tensor(0.0040)
tensor(-0.5465)
tensor(-0.0655)
tensor(-0.8100)
tensor(-0.2345)
tensor(-0.7981)
tensor(-1.2048)
tensor(-0.9007)
tensor(-1.6686)
tensor(-0.6557)
tensor(-1.2011)
tensor(-1.2326)
tensor(-0.7407)
tensor(-1.3006)
tensor(-0.9458)
tensor(-1.1577)
tensor(-1.4140)
tensor(-1.3767)
tensor(-1.8207)
tensor(-1.4715)
tensor(-0.7821)
tensor(-1.2979)
tensor(-1.7140)
tensor(-0.7646)
tensor(-0.8579)
tensor(-1.7312)
tensor(-1.5190)
tensor(-0.4704)
tensor(-0.4380)
tensor(-0.4931)
tensor(-1.3538)
tensor(-0.7414)
tensor(-1.0365)
tensor(-1.6745)
tensor(-1.4518)
tensor(-0.6448)
tensor(-1.0574)
tensor(-1.1061)
tensor(-0.4055)
tensor(-1.1810)
tensor(-1.4526)
tensor(-1.0855)
tensor(-1.0915)
tensor(-1.2440)
tensor(-1.6783)
tensor(-1.6651)
tensor(-1.6422)
tensor(-1.0708)
tensor(-0.9304)
tensor(-1.7115)
tensor(-1.3254)
tensor(-0.8831)
tensor(-1.9773)
tensor(-1.1005)
tensor(-0.8477)
tensor(-1.1944)
tensor(-0.9797)
tensor(-1.4219)
tensor(-1.4922)
tensor(-1.4551)
tensor(-2.0349)
tensor(-0.9745)
tensor(-1.6202)
tensor(-1.9628)
tensor(-1.1730)
tensor(-1.2508)
tensor(-1.1743)
tensor(-1.3329)
tensor(-0.9714)
tensor(-1.0090)
tensor(-1.0141)
tensor(-1.4781)
tensor(-1.8924)
tensor(-0.7834)
tensor(-1.4215)
tensor(-1.0528)
tensor(-1.4145)
tensor(-1.7326)
tensor(-1.4217)
tensor(-1.4980)
tensor(-0.8940)
tensor(-0.8862)
tensor(-1.3678)
tensor(-1.8765)
tensor(42.6721)
tensor(39.8310)
tensor(41.4244)
tensor(39.9663)
tensor(41.4602)
tensor(41.2097)
tensor(42.9562)
tensor(42.8731)
tensor(40.0395)
tensor(38.3406)
tensor(38.6697)
tensor(38.8151)
tensor(40.2685)
tensor(40.5574)
tensor(38.5536)
tensor(38.6114)
tensor(38.5234)
tensor(39.0547)
tensor(40.3787)
tensor(40.6797)
tensor(38.5072)
tensor(40.2643)
tensor(38.4489)
tensor(38.5872)
tensor(40.2687)
tensor(38.9780)
tensor(38.5035)
tensor(40.4528)
tensor(38.5127)
tensor(38.5223)
tensor(40.3254)
tensor(38.3919)
tensor(38.9704)
tensor(38.8440)
tensor(38.4052)
tensor(36.8743)
tensor(38.6876)
tensor(38.6272)
tensor(38.7219)
tensor(37.1514)
tensor(38.4921)
tensor(38.4576)
tensor(39.1290)
tensor(38.9011)
tensor(38.6966)
tensor(38.7254)
tensor(38.8188)
tensor(36.9186)
tensor(38.9484)
tensor(38.1237)
tensor(40.4712)
tensor(38.9982)
tensor(40.2844)
tensor(38.8349)
tensor(39.0234)
tensor(37.1055)
tensor(38.5947)
tensor(40.2924)
tensor(38.4203)
tensor(38.7409)
tensor(40.1299)
tensor(38.8527)
tensor(38.2600)
tensor(38.5500)
tensor(40.3532)
tensor(38.9888)
tensor(37.1531)
tensor(40.1854)
tensor(38.7683)
tensor(40.3500)
tensor(40.4557)
tensor(40.5360)
tensor(39.0355)
tensor(40.2534)
tensor(40.0336)
tensor(40.4580)
tensor(38.7914)
tensor(40.5549)
tensor(40.3222)
tensor(38.7879)
tensor(38.8074)
tensor(40.2904)
tensor(38.6044)
tensor(38.2926)
tensor(38.6597)
tensor(38.3413)
tensor(38.5340)
tensor(38.3768)
tensor(38.7148)
tensor(38.5519)
tensor(38.6310)
tensor(36.8735)
tensor(38.7689)
tensor(40.2837)
tensor(38.5124)
tensor(38.6534)
tensor(37.1332)
tensor(38.6188)
tensor(38.7497)
tensor(38.8381)
tensor(39.9526)
tensor(38.5295)
tensor(40.4683)
tensor(38.6531)
tensor(38.7953)
tensor(38.8051)
tensor(37.1966)
tensor(40.3044)
tensor(38.6767)
tensor(38.9693)
tensor(40.4134)
tensor(38.5059)
tensor(38.4066)
tensor(38.8280)
tensor(40.1596)
tensor(38.4529)
tensor(39.9033)
tensor(41.4964)
tensor(37.1675)
tensor(38.7216)
tensor(40.1922)
tensor(40.3835)
tensor(40.4075)
tensor(38.9271)
tensor(38.5609)
tensor(38.7399)
